Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
56.121.19,FALSE,TRUE,57269,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1760,1849,Ink on paper,10 11/16 x 7 1/8 in. (27.1 x 18.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57269,2019-08-22T03:00:43.77Z,"Metropolitan Museum of Art, New York, NY",Men|Deer,https://images.metmuseum.org/CRDImages/as/original/56_121_19_162309.jpg
56.121.20,FALSE,TRUE,57270,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1760,1849,Ink on paper,12 15/16 x 9 1/2 in. (32.9 x 24.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57270,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Mythical Creatures,https://images.metmuseum.org/CRDImages/as/original/56_121_20_162310.jpg
56.121.21,FALSE,TRUE,57271,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1760,1849,Ink on paper,12 7/8 x 9 1/2 in. (32.7 x 24.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57271,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Swords|Men,https://images.metmuseum.org/CRDImages/as/original/56_121_21_162311.jpg
56.121.22,FALSE,TRUE,57272,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,9 3/4 x 13 5/8 in. (24.8 x 34.6 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57272,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Weapons|Actors,https://images.metmuseum.org/CRDImages/as/original/56_121_22_162312.jpg
56.121.23,FALSE,TRUE,57273,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,11 x 16 1/2 in. (27.9 x 41.9 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57273,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Birds,https://images.metmuseum.org/CRDImages/as/original/56_121_23_162313.jpg
56.121.24,FALSE,TRUE,57274,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,11 3/8 x 5 7/8 in. (28.9 x 14.9 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57274,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Animals,https://images.metmuseum.org/CRDImages/as/original/56_121_24_162314.jpg
56.121.25,FALSE,TRUE,57275,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,9 7/16 x 13 1/2 in. (24 x 34.3 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57275,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Knives|Men,https://images.metmuseum.org/CRDImages/as/original/56_121_25_162315.jpg
56.121.26,FALSE,TRUE,57276,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,12 5/16 x 9 3/16 in. (31.3 x 23.3 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57276,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Deities|Buddhism,https://images.metmuseum.org/CRDImages/as/original/56_121_26_162315.jpg
56.121.27,FALSE,TRUE,57277,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,11 3/16 x 8 3/4 in. (28.4 x 22.2 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57277,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Buddhism|Saints,https://images.metmuseum.org/CRDImages/as/original/56_121_27_162317.jpg
56.121.28,FALSE,TRUE,57278,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,11 x 16 1/2 in. (27.9 x 41.9 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57278,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Pheasants|Snakes,https://images.metmuseum.org/CRDImages/as/original/56_121_28_162318.jpg
56.121.29,FALSE,TRUE,57279,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,16 1/4 x 10 1/4 in. (41.3 x 26 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57279,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Children|Infants|Mothers,https://images.metmuseum.org/CRDImages/as/original/56_121_29_162319.jpg
56.121.30,FALSE,TRUE,57280,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,16 1/4 x 10 3/8 in. (41.3 x 26.4 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57280,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Children|Infants|Mothers|Summer,https://images.metmuseum.org/CRDImages/as/original/56_121_30_162320.jpg
56.121.31,FALSE,TRUE,57281,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,9 9/16 x 5 1/2 in. (24.3 x 14 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57281,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Foxes,https://images.metmuseum.org/CRDImages/as/original/56_121_31_162321.jpg
56.121.32,FALSE,TRUE,57282,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,16 1/8 x 9 5/16 in. (41 x 23.7 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57282,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Violins|Goddess,https://images.metmuseum.org/CRDImages/as/original/56_121_32_162322.jpg
56.121.33,FALSE,TRUE,57283,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,10 11/16 x 7 in. (27.1 x 17.8 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57283,2019-08-22T03:00:43.77Z,"Metropolitan Museum of Art, New York, NY",Men,https://images.metmuseum.org/CRDImages/as/original/56_121_33_162323.jpg
56.121.34,FALSE,TRUE,57284,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,9 3/4 x 7 3/8 in. (24.8 x 18.7 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57284,2019-04-07T03:00:46.673Z,"Metropolitan Museum of Art, New York, NY",Snails,https://images.metmuseum.org/CRDImages/as/original/56_121_34_162324.jpg
56.121.35,FALSE,TRUE,57285,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,12 7/8 x 9 7/8 in. (32.7 x 25.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57285,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Working,https://images.metmuseum.org/CRDImages/as/original/56_121_35_162325.jpg
56.121.36,FALSE,TRUE,57286,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,7 9/16 x 10 1/4 in. (19.2 x 26 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57286,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/as/original/56_121_36_126326.jpg
56.121.37,FALSE,TRUE,57287,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,7 9/16 x 5 7/8 in. (19.2 x 14.9 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57287,2019-04-02T03:00:47.7Z,"Metropolitan Museum of Art, New York, NY",Snakes,https://images.metmuseum.org/CRDImages/as/original/56_121_37_162327.jpg
56.121.38,FALSE,TRUE,57288,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,10 3/4 x 7 1/8 in. (27.3 x 18.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57288,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Swords|Men,https://images.metmuseum.org/CRDImages/as/original/56_121_38_162328.jpg
56.121.39,FALSE,TRUE,57289,Asian Art,Drawing,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink on paper,12 1/8 x 5 5/8 in. (30.8 x 14.3 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57289,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women|Leaves,https://images.metmuseum.org/CRDImages/as/original/56_121_39_162329.jpg
56.121.40,FALSE,TRUE,57290,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,10 5/8 x 15 3/8 in. (27 x 39.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57290,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Swords|Men,https://images.metmuseum.org/CRDImages/as/original/56_121_40_162330.jpg
56.121.41,FALSE,TRUE,57291,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Two paintings mounted together; ink on paper,"Left painting: 7 11/16 x 5 1/2 in. (19.5 x 14 cm)
Right painting: 7 3/4 x 5 1/2 in. (19.7 x 14 cm)","Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57291,,"Metropolitan Museum of Art, New York, NY",,https://images.metmuseum.org/CRDImages/as/original/56_121_41_162331.jpg
56.121.42,FALSE,TRUE,57292,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,Mount: 8 5/16 x 9 7/8 in. (21.1 x 25.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57292,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Birds|Masks,https://images.metmuseum.org/CRDImages/as/original/56_121_42_162332.jpg
56.121.43,FALSE,TRUE,57293,Asian Art,Painting,,Japan,Edo period (1615–1868),,,,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,18th–19th century,1700,1899,Ink and color on paper,8 1/4 x 12 5/8 in. (21 x 32.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/57293,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Leaves,https://images.metmuseum.org/CRDImages/as/original/56_121_43_162333.jpg
JIB83,FALSE,TRUE,57390,Asian Art,Illustrated book,,Japan,Meiji period (1868–1912),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1878,1878,1878,Woodblock printed book; ink and color on paper,Overall: 9 1/8 × 6 × 3/8 in. (23.2 × 15.2 × 1 cm),"Rogers Fund, 1932",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57390,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Landscapes|Trees,https://images.metmuseum.org/CRDImages/as/original/JIB83_004_crd.jpg
JIB11a–c,FALSE,TRUE,57545,Asian Art,Illustrated books,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1828,1818,1838,Three volumes; ink on paper,9 × 6 1/4 × 1/2 in. (22.9 × 15.9 × 1.3 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57545,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Books|Bow and Arrow|Men|Horse Riding,https://images.metmuseum.org/CRDImages/as/original/JIB11_1_006_crd.jpg
JIB12,FALSE,TRUE,57546,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1802,1802,1802,Ink and color on paper,7 1/2 × 5 1/4 × 3/8 in. (19.1 × 13.3 × 1 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57546,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/as/original/JIB12_007_crd.jpg
JIB13,FALSE,TRUE,57547,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1845,1835,1855,Polychrome woodblock printed book; ink and color on paper,4 7/8 × 7 3/4 × 5/8 in. (12.4 × 19.7 × 1.6 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57547,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women,https://images.metmuseum.org/CRDImages/as/original/JIB13_005_crd.jpg
JIB14,FALSE,TRUE,57548,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1840,1830,1850,Two volumes; ink and color on paper,Each: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57548,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Bridges|Men|Women,https://images.metmuseum.org/CRDImages/as/original/JIB14_1_004_crd.jpg
JIB15a–c,FALSE,TRUE,57549,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1803,1793,1813,Three volumes; ink and color on paper,Each: 10 × 6 3/4 × 1/4 in. (25.4 × 17.1 × 0.6 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57549,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Poetry|Books|Women|Trees,https://images.metmuseum.org/CRDImages/as/original/JIB15_1_004_crd.jpg
JIB17,FALSE,TRUE,57550,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1814,1804,1824,Polychrome woodblock prints in a book; ink and color on paper,10 × 13 1/4 × 1/4 in. (25.4 × 33.7 × 0.6 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57550,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Peonies|Trees,https://images.metmuseum.org/CRDImages/as/original/JIB17_004_crd.jpg
JIB18,FALSE,TRUE,57551,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1834,1834,1834,Woodblock print; ink on paper,9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57551,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Men|Mountains|Trees,https://images.metmuseum.org/CRDImages/as/original/JIB18_004_crd.jpg
"JIB19a, b",FALSE,TRUE,57552,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1835,1835,1835,Two volumes; woodblock print; ink on paper,Each: 9 × 6 1/4 × 1/2 in. (22.9 × 15.9 × 1.3 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57552,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Mountains,https://images.metmuseum.org/CRDImages/as/original/JIB19_1_006_crd.jpg
JIB20,FALSE,TRUE,57553,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1847,1837,1857,Woodblock print; ink on paper,9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57553,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Bridges|Mountains|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/JIB20_004_crd.jpg
JIB69,FALSE,TRUE,57667,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1811,1811,1811,Woodblock print; ink on paper,8 3/4 × 6 1/16 × 1 in. (22.2 × 15.4 × 2.5 cm),"Gift of Julius Mahn, 1919",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57667,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books|Bridges|Men|Trees,https://images.metmuseum.org/CRDImages/as/original/JIB69_006_crd.jpg
JIB80,FALSE,TRUE,57677,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1804,1794,1814,Pentaptych of polychrome woodblock prints,14 1/2 x 48 1/2 in. (36.8 x 123.2 cm),"Rogers Fund, 1918",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57677,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Ladders,https://images.metmuseum.org/CRDImages/as/original/JIB80_003_crd.jpg
JIB82,FALSE,TRUE,57678,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1816,1816,1816,Woodblock printed book; ink and color on paper,Overall: 8 7/8 × 6 1/4 × 1/2 in. (22.5 × 15.9 × 1.3 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57678,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Men,https://images.metmuseum.org/CRDImages/as/original/JIB82_005_crd.jpg
JIB81.1,FALSE,TRUE,57679,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,after 1828,1828,1868,Woodblock printed book; ink and color on paper,Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57679,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books,https://images.metmuseum.org/CRDImages/as/original/JIB_81_1_Preface_1_sf.JPG
JIB81.2,FALSE,TRUE,57680,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,after 1814,1815,1868,Woodblock printed book; ink and color on paper,9 x 6 1/4 x 1/2 in. (22.9 x 15.9 x 1.3 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57680,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books,https://images.metmuseum.org/CRDImages/as/original/JIB_81_2_Front Cover_sf.JPG
JIB81.3,FALSE,TRUE,57681,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1615,1868,Woodblock printed book; ink and color on paper,Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57681,2019-08-24T04:39:14.843Z,"Metropolitan Museum of Art, New York, NY",Books,https://images.metmuseum.org/CRDImages/as/original/JIB_81_3_Preface_2_sf.JPG
JIB81.4,FALSE,TRUE,57682,Asian Art,Illustrated book,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1819,1819,1819,Woodblock printed book; ink and color on paper,Overall: 9 × 6 × 3/8 in. (22.9 × 15.2 × 1 cm),"Rogers Fund, 1931",,,,,,,,,,,,Illustrated Books,,http://www.metmuseum.org/art/collection/search/57682,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Books|Human Figures,https://images.metmuseum.org/CRDImages/as/original/JIB_81_4_Preface_1_sf.JPG
